Código,Producto,P. Costo,P. Venta,P. Mayoreo,Existencia,Inv. Mínimo,Inv. Máximo,Departamento
7.50E+12,CONTACTO ATERRIZADO BLANCO IGOTO EDISON B2101-B,$12.39,$17.00,$16.00,3,15,15,ELECTRICIDAD
354T,CONTACTO ATERRIZADO MARFIL TRADIZIONE IUSA EDISON,$26.34,$38.00,$34.00,10,10,15,ELECTRICIDAD
7.51E+12,CONTACTO COLGANTE BLINDADO 15A KLEIMAN EDISON,$9.62,$15.00,$0.00,9,10,10,ELECTRICIDAD
32664341205,CONTACTO COLGANTE NYLON 15A EATON EDISON,$74.49,$95.00,$0.00,5,10,10,ELECTRICIDAD
7.51E+12,CONTACTO D/SOBREPONER DUPLEX 2 POLOS A GRANEL VOLTECK 47041,$17.00,$25.00,$22.00,9,5,10,PLOMERIA
7.50E+12,CONTACTO D/SOBREPONER DUPLEX 2 POLOS VOLTECK 47350,$23.00,$32.00,$30.00,10,5,10,PLOMERIA
990,CONTACTO DUPLEX 20A BLANCO HUBBELL EDISON,$70.95,$96.00,$95.00,3,2,5,ELECTRICIDAD
7.51E+12,CONTACTO DUPLEX SIN PLACA BLANCO IGOTO EDISON,$21.28,$28.00,$27.50,6,2,6,ELECTRICIDAD
7.50E+12,CONTACTO DÚPLEX 20 A STANDARD MARFIL VOLTECK,$24.00,$32.00,$29.00,6,5,10,ELECTRICIDAD
7.50E+12,CONTACTO DÚPLEX STANDARD MARFIL VOLTECK,$15.00,$20.00,$17.00,20,5,20,ELECTRICIDAD
MOD-319,CONTACTO MOD. 319 TRIPLE BAQUELITA SOBRE. IUSA CYL 1716176,$23.08,$30.00,$28.00,6,2,6,ELECTRICIDAD
7.50E+12,CONTACTO OVALADO DE HULE CON-X EDISON,$7.15,$12.00,$10.00,9,10,10,ELECTRICIDAD
354,CONTACTO SENCILLO MARFIL TRADIZIONE IUSA,$9.34,$15.00,$11.00,9,10,15,ELECTRICIDAD
7.50E+12,CONTACTO TIERRA AISLADA 15A LINEA STAND VOLTECK,$31.00,$41.00,$37.00,8,3,10,ELECTRICIDAD
7.51E+12,CONTACTO TIERRA AISLADA 20 A LINEA STANDARD VOLTECK,$37.00,$49.00,$45.00,7,5,10,ELECTRICIDAD
219,CONTACTO TRIPLE SIN PATAS SAMY,$6.57,$14.00,$0.00,4,5,5,ELECTRICIDAD
220,CONTACTO TRIPLE VISIBLE NEGRO SAMY,$8.93,$18.00,$0.00,3,5,5,ELECTRICIDAD
999N,CONTRA CANASTA COLOR NEGRO ONSUN 999N,$65.00,$87.00,$84.00,2,2,4,PLOMERIA
A9100,CONTRA CANASTA P/FREGADERO METALICA ONSUN A9100,$54.00,$73.00,$70.00,2,2,4,PLOMERIA
7.19E+12,CONTRA CANASTA P/TARJA SOLVEX BASIC SF-70010,$20.00,$27.00,$25.00,2,2,4,PLOMERIA
7.19E+12,CONTRA CANASTA P/TARJA SOLVEX BASIC SF-70011,$44.00,$60.00,$55.00,2,2,4,PLOMERIA
11,CONTRA P/LAVABO DE CRISTALOVALIN PUSH ONSUN T11,$89.00,$120.00,$115.00,1,2,4,PLOMERIA
11GN,CONTRA P/LAVABO PUSH TIPO HONGO COLOR NEGRO ONSUN 11GN,$129.00,$173.00,$170.00,2,2,4,PLOMERIA
737,CONTRA P/LAVADERO PALMAPLASTIC R/MANCHO 38MM 1 1/2 PLO,$5.37,$10.00,$9.00,10,5,10,PLOMERIA
738,CONTRA P/LAVADERO R/MACHO PALMAPLASTIC 51MM 2PULG PLO,$6.14,$12.00,$11.00,10,3,10,PLOMERIA
7.11E+11,CONTRA PARA LAVABO DE 1 1/4 COFLEX PH-202,$18.00,$24.00,$22.00,2,2,2,PLOMERIA
M3,CONTRA TUERCA P/CONTRA CANASTA GREE,$9.40,$14.00,$13.00,5,2,10,PLOMERIA
7.51E+12,CONTRA ZEROFUGAS 1-1/4 C/BOTON PUSH P/LAVABO FLEXIMATIC 2212A,$68.00,$90.00,$85.00,2,2,4,PLOMERIA
7.51E+12,COPLE COBRE 1/2 C/RANURA FOSET,$6.00,$9.00,$8.00,72,40,80,PLOMERIA
7.51E+12,COPLE COBRE 1/2 S/RANURA FOSET,$6.00,$9.00,$8.00,77,20,50,PLOMERIA
7.51E+12,COPLE COBRE 1/2 S/RANURA FOSET BASIC,$3.50,$5.00,$4.50,20,10,20,PLOMERIA
7.51E+12,COPLE COBRE 3/4 C/RANURA FOSET,$16.00,$21.50,$21.00,20,20,40,PLOMERIA
7.51E+12,COPLE COBRE 3/4 S/RANURA FOSET,$16.00,$21.50,$21.00,18,20,40,PLOMERIA
7.51E+12,COPLE COBRE 3/4 S/RANURA FOSET BASIC,$7.00,$9.50,$9.00,19,20,30,PLOMERIA
646,COPLE COBRE C/TOPE 1 TROCOSA PLO 657,$13.70,$22.00,$20.00,5,2,5,PLOMERIA
733,COPLE COBRE C/TOPE 1/2 TROCOSA PLO,$7.95,$12.00,$11.00,15,5,10,PLOMERIA
838,COPLE COBRE C/TOPE 1/2 TROCOSA PLO,$2.96,$6.00,$5.50,10,4,15,PLOMERIA
736,COPLE COBRE TROCOSA CON TOPE TIPO L PARA GAS 19MM 3/4 PLO,$17.26,$25.00,$23.00,10,5,10,PLOMERIA
7.51E+12,COPLE COMPRESION CPVC 1/2 FOSET 48923,$17.00,$25.00,$23.00,5,5,10,PLOMERIA
7.51E+12,COPLE COMPRESION CPVC 3/4 FOSET 48924,$25.00,$35.00,$33.00,5,5,10,PLOMERIA
221,COPLE CONDUIT P/D 1 1/4 ARGOS ED,$17.21,$24.00,$22.00,10,10,10,ELECTRICIDAD
222,COPLE CONDUIT P/D 1/2 ARGOS,$4.61,$9.00,$8.00,12,5,10,ELECTRICIDAD
223,COPLE CONDUIT P/D 3/4 ARGOS,$6.34,$12.00,$0.00,6,10,15,ELECTRICIDAD
224,COPLE CONDUIT P/G 1 1/4 ARGOS EDISON 224,$28.01,$37.00,$35.00,22,20,25,ELECTRICIDAD
225,COPLE CONDUIT P/G 1/2 OMEGA,$7.84,$15.00,$0.00,9,10,10,ELECTRICIDAD
226,COPLE CONDUIT P/G 3/4 OMEGA,$10.46,$19.00,$0.00,5,5,5,ELECTRICIDAD
489,COPLE CPVC 1 PLO 671,$3.24,$5.00,$4.00,10,5,20,PLOMERIA
359,COPLE CPVC 1/2 PLOMECSA,$0.85,$1.50,$1.25,9,20,100,PLOMERIA
360,COPLE CPVC 3/4 PLOMECSA,$1.58,$2.50,$2.00,8,20,100,PLOMERIA
641,COPLE DE INSERCION 1 A 3/4 PLO 694,$7.15,$14.00,$12.00,5,2,5,PLOMERIA
640,COPLE DE INSERCION 1 PLO 692,$7.15,$13.00,$10.00,6,2,5,PLOMERIA
642,COPLE DE INSERCION 3/4 A 1/2 PLO 691,$4.33,$8.00,$9.00,5,2,5,PLOMERIA
647,COPLE DE INSERCION DE BRONCE 1 PLO 687,$48.74,$75.00,$70.00,5,2,5,PLOMERIA
648,COPLE DE INSERCION DE BRONCE 3/4 PLO 686,$37.11,$60.00,$55.00,5,2,5,PLOMERIA
703,COPLE DE POLIDUCTO 1/2 E5,$1.00,$2.00,$1.50,18,2,18,ELECTRICIDAD
704,COPLE DE POLIDUCTO 3/4 E5,$1.70,$3.00,$2.50,21,2,21,ELECTRICIDAD
428,COPLE GALV 1 PLO 680,$13.82,$20.00,$18.00,8,4,20,PLOMERIA
426,COPLE GALV 1/2 PLO 678,$6.42,$9.00,$8.00,10,4,20,PLOMERIA
582,COPLE GALV 1/4 PLO 676,$10.51,$15.00,$14.00,8,5,15,PLOMERIA
427,COPLE GALV 3/4 PLO 679,$8.54,$12.00,$11.00,10,4,20,PLOMERIA
425,COPLE GALV 3/8 PLO 677,$10.14,$14.00,$13.00,10,4,20,PLOMERIA
7.51E+12,COPLE INSERCION 1/2 POLIPROPILENO FOSET,$5.00,$8.50,$8.00,39,10,20,PLOMERIA
7.51E+12,COPLE INSERCION 3/4 POLIPROPILENO FOSET,$6.00,$10.00,$9.00,18,5,10,PLOMERIA
7.51E+12,COPLE INSERCION LATON 1/2 P/POLIDUCTO NEGRO FOSET 49644,$22.00,$32.00,$30.00,24,4,12,PLOMERIA
7.51E+12,COPLE INSERCION LATON 3/4 P/POLIDUCTO NEGRO FOSET 49645,$29.00,$40.00,$38.00,12,2,6,PLOMERIA
7.50E+12,COPLE P/COMPRESORA 1/4 CONECCION RAPIDA HEMBRA SANTUL H79,$53.60,$90.00,$85.00,3,1,3,COMPRESORES Y ACCESORIOS PARA AIRE
739,COPLE PLASTICO DE INSERCION PALMAPLASTIC 25-13MM 1 A 1/2,$7.15,$13.00,$12.00,5,1,5,PLOMERIA
481,COPLE PPR IUSAPLUS 1 PLO 3387,$4.71,$7.00,$6.00,15,5,30,PLOMERIA
316,COPLE PPR IUSAPLUS 1/2 PLOMECSA 616355,$2.20,$4.00,$3.50,51,20,100,PLOMERIA
317,COPLE PPR IUSAPLUS 3/4 PLOMECSA 616356,$2.76,$5.00,$4.00,27,20,100,PLOMERIA
COPLEH1,COPLE PVC  HIDRAULICO C-40 25MM 1 PULG PLO,$2.43,$6.00,$5.50,10,5,15,PLOMERIA
529,COPLE PVC C.40 1-1/2 PLO 703,$5.76,$8.00,$7.50,15,5,15,PLOMERIA
528,COPLE PVC C.40 1-1/4 PLO 702,$3.84,$5.50,$5.00,14,5,15,PLOMERIA
524,COPLE PVC C.40 1/2 PLO 699,$1.10,$2.00,$1.50,14,5,30,PLOMERIA
530,COPLE PVC C.40 2 PLO 704,$7.42,$10.00,$9.50,15,5,15,PLOMERIA
526,COPLE PVC C.40 3/4 PLO 700,$1.52,$3.00,$2.50,11,5,30,PLOMERIA
227,COPLE PVC PESADO 1/2 ARGOS,$1.90,$3.50,$2.50,23,15,15,ELECTRICIDAD
7.50E+12,COPLE PVC PESADO 1/2 RYMCO CHOLU,$3.20,$5.00,$4.50,10,2,10,ELECTRICIDAD
228,COPLE PVC PESADO 3/4 ARGOS,$2.25,$4.00,$3.00,15,15,15,ELECTRICIDAD
7.50E+12,COPLE PVC PESADO 3/4 RYMCO CHOLU,$4.20,$7.00,$6.00,10,2,10,ELECTRICIDAD
COPLE3,COPLE PVC SANITARIO REFORZADO 3 PULG PLO,$4.44,$9.00,$8.00,10,3,15,PLOMERIA
COPLE4,COPLE PVC SANITARIO REFORZADO 4 PULG PLO,$7.20,$14.00,$13.00,10,3,10,PLOMERIA
361,COPLE REDUCIDO CPVC 3/4 A 1/2 PLOMECSA,$1.47,$2.50,$2.00,10,20,100,PLOMERIA
645,COPLE UNION P/GAS ROSCA INT 3/8 PLO 712,$16.70,$30.00,$25.00,4,2,5,PLOMERIA
7.50E+12,CORTADOR D/ VIDRIO 5 TRUPER,$39.00,$52.00,$50.00,12,4,12,HERRAMIENTAS
7.51E+12,CORTADOR D/VIDRIO TRUPER EXPERT 5/16 19605,$75.00,$105.00,$100.00,1,2,4,HERRAMIENTAS
7.51E+12,CORTADOR DE AZULEJO DE 24 (60CM) TRUPER 16781,$995.00,"$1,350.00","$1,300.00",1,1,1,HERRAMIENTAS
7.51E+12,CORTADOR DE CABLE Y ALAMBRE 8 TRUPER 101097,$195.00,$270.00,$260.00,2,1,2,HERRAMIENTAS
7.50E+12,CORTADOR DE TUBO 1/8 A 1-1/8 PRETUL,$95.00,$125.00,$120.00,6,4,6,HERRAMIENTAS
7.50E+12,CORTADOR DE TUBO DE COBRE 1/8 A 1-1/8 TRUPER,$175.00,$230.00,$225.00,6,4,6,HERRAMIENTAS
7.50E+12,CORTADOR TUBO DE PLASTICO 1-5/8 TRUPER,$125.00,$165.00,$160.00,4,1,4,HERRAMIENTAS
7.50E+12,CORTAPERNO 24 SANTUL H79 ST374363,$306.09,$490.00,$450.00,3,1,3,HERRAMIENTAS
7.50E+12,CORTAPERNOS 18 MANGO TUBULAR PRETUL 20946,$265.00,$345.00,$340.00,2,1,2,HERRAMIENTAS
7.50E+12,CORTAPERNOS 24 PROFESIONAL TRUPER 12833,$525.00,$683.00,$685.00,2,1,2,TORNILLOS
CREOLINA,CREOLINA PUG RM,$23.00,$32.00,$30.00,2,2,4,SEGURIDAD E HIGIENE
318,CRUZ PPR IUSAPLUS 1 PLOMECSA 664757,$14.07,$20.00,$19.00,10,20,100,PLOMERIA
791,CRUZ PPR IUSAPLUS 3/4 25MM PLO,$9.00,$13.00,$11.00,5,2,5,PLOMERIA
533,CRUZ PVC C.40 1 PLO 726,$20.25,$27.00,$26.00,15,5,20,PLOMERIA
531,CRUZ PVC C.40 1/2 PLO 724,$6.58,$9.00,$8.50,15,5,30,PLOMERIA
532,CRUZ PVC C.40 3/4 PLO 725,$13.15,$18.00,$17.00,15,5,30,PLOMERIA
7.19E+12,CUBIERTA P/MONOMANDO SATINADA 4 SOFO SF-61701-1,$42.00,$57.00,$54.00,2,2,4,PLOMERIA
7.19E+12,CUBIERTA P/MONOMANDO SOFO SF-61702,$55.00,$75.00,$70.00,2,2,4,PLOMERIA
7.01E+11,CUBRE TALADRO CROMADO METALFLU CTC 13131,$15.00,$20.00,$18.00,2,1,2,PLOMERIA
7.19E+12,CUBRE TALADRO CROMADO SOLVEX BASIC SF-61703,$26.00,$35.00,$30.00,2,2,4,PLOMERIA
7.01E+11,CUBRE TALADRO SATIN PULIDO METALFLU CTS 13132,$18.00,$25.00,$20.00,2,1,2,PLOMERIA
7.50E+12,CUBREBOCAS CONCHA TRUPER 14250,$3.00,$8.00,$5.00,50,5,50,SEGURIDAD E HIGIENE
45242609604,CUBREBOCAS MILWAUKEE PAQUETE CON 3 ANG,$69.90,$100.00,$95.00,2,2,5,SEGURIDAD E HIGIENE
CUCARACHIDA,CUCARACHICIDA CANNIBAL EN CAJA 80GRS,$48.00,$70.00,$65.00,6,1,6,CASA Y JARDIN
7.50E+12,CUCARACHICIDA CANNIBAL TUBO 120GRS,$79.30,$115.00,$110.00,3,1,3,CASA Y JARDIN
982,CUCHARA 5PULG CELTA AZULEJERA H79,$65.63,$108.00,$105.00,3,2,3,HERRAMIENTAS
7.50E+12,CUCHARA DE ALBAÑIL 9 TIPO FILADELFIA TRUPER,$155.00,$200.00,$195.00,3,1,3,HERRAMIENTAS
7.50E+12,CUCHARA P/ALBAÑIL 10 TIPO FILADELFIA PRETUL,$65.00,$90.00,$85.00,6,1,6,HERRAMIENTAS
7.50E+12,CUCHARA P/ALBAÑIL 10 TIPO FILADELFIA TRUPER,$165.00,$215.00,$210.00,2,1,3,HERRAMIENTAS
7.50E+12,CUCHARA P/ALBAÑIL 8 TIPO FILADELFIA PRETUL,$57.00,$75.00,$0.00,5,1,6,HERRAMIENTAS
7.50E+12,CUCHARA P/ALBAÑIL 9 TIPO FILADELFIA PRETUL,$62.00,$82.00,$80.00,6,1,6,HERRAMIENTAS
7.50E+12,CUCHILLA REPUESTO P/CORT AZULE TRUPER 12934,$39.00,$55.00,$52.00,1,2,4,HERRAMIENTAS
7.51E+12,CUCHILLA REPUESTO P/CORTA D/AZULEJO TRUPER EXPERT 100222,$165.00,$230.00,$225.00,1,2,4,HERRAMIENTAS
7.51E+12,CUCHILLAS C/GANCHO P/NAVAJA MULTIUSOS C/DISPENSADOR TRUPER EXPERT 101118,$59.00,$84.00,$77.00,9,2,10,HERRAMIENTAS
7.50E+12,CUCHILLAS DE REPUESTO 5PZAS TRUPER,$18.00,$25.00,$22.00,5,1,6,HERRAMIENTAS
7.50E+12,CUCHILLAS DE REPUESTO PARA CORTADOR DE AZULEJO BLISTER TRUPER 12936,$95.00,$130.00,$125.00,6,1,6,COMPONENTES PARA MAQUINAS
7.51E+12,CUCHILLAS P/NAVAJA MULTIUSOS C/DISPENSADOR TRUPER EXPERT 100078,$27.00,$40.00,$35.00,10,2,10,HERRAMIENTAS
7.50E+12,CUCHILLO PARA LINOLEO 7,$39.00,$60.00,$55.00,6,2,6,HERRAMIENTAS
7.50E+12,CUCHILLO PARA LINOLEO 7-1/2 TRUPER 14462,$39.00,$65.00,$60.00,5,1,6,HERRAMIENTAS
7.50E+12,CUELLO D/MEZCLADORA P/FREGADERO MEER TMZF821,$58.00,$84.00,$80.00,2,2,4,PLOMERIA
7.19E+12,CUELLO DE CERA FLEXIBLE PARA W.C. SOLVEX SF-70250,$25.00,$34.00,$32.00,2,1,3,PLOMERIA
SKU8828B,CUELLO FLEXIBLE P/ FREGADERO GREE,$114.00,$165.00,$160.00,3,1,3,PLOMERIA
8828B,CUELLO FLEXIBLE P/FREGADERO GRIFE 8828B,$114.00,$154.00,$150.00,1,2,4,PLOMERIA
7.19E+12,CUELLO FLEXIBLE P/FREGADERO SOFO SF-50020,$60.00,$84.00,$80.00,4,2,4,PLOMERIA
P15,CUELLO P/MEZCLADORA D/FREGADERO TIPO BASTON GREE,$64.00,$95.00,$90.00,2,1,3,PLOMERIA
7.50E+12,CUERDA D/POLIESTER 1/4 SANTUL H79 ST7269,$36.65,$60.00,$50.00,5,1,2,CUERDAS
7.50E+12,CUERDA DE POLIESTER 5/32 X 15M SANTUL,$18.69,$30.00,$25.00,2,1,3,CUERDAS
7.50E+12,CUERDA POLIESTER 3/16 SANTUL H79 ST7268,$21.54,$35.00,$30.00,6,1,2,CUERDAS
7.50E+12,CUTTER PLASTICO 18MM PRETUL,$13.00,$17.00,$16.00,12,4,12,HERRAMIENTAS
7.50E+12,CUTTER PROFESIONAL 18MM TRUPER,$29.00,$38.00,$35.00,2,4,6,HERRAMIENTAS
7.51E+12,CUÑA DE 4 X 5 SIN MANGO PRETUL,$7.00,$10.00,$8.00,17,5,20,HERRAMIENTAS
7.51E+12,CUÑA DE 4 x 3 SIN MANGO PRETUL,$5.00,$7.00,$6.00,19,4,20,HERRAMIENTAS
230,Cople SAMAC 1/2,$6.00,$8.00,$7.50,5,10,10,ELECTRICIDAD
99575256134,DADO CORTO 1/2 A 13MM 6 PUNTAS BLUE FROCE BF25613,$28.00,$38.00,$35.00,2,2,5,AUTOS
99575256141,DADO CORTO 1/2 A 14MM 6 PUNTAS BLUE FROCE BF25614,$28.00,$38.00,$35.00,2,1,3,AUTOS
99575256158,DADO CORTO 1/2 A 15MM 6 PUNTAS BLUE FORCE BF25615,$28.00,$38.00,$35.00,2,2,5,AUTOS
99575256165,DADO CORTO 1/2 A 16MM 6 PUNTAS BLUE FORCE BF25616,$28.00,$38.00,$35.00,2,2,5,AUTOS
99575256172,DADO CORTO 1/2 A 17MM 6 PUNTAS BLUE FORCE BF25617,$28.00,$38.00,$35.00,2,2,3,AUTOS
99575256189,DADO CORTO 1/2 A 18MM 6 PUNTAS BLUE FROCE BF25618,$28.00,$38.00,$35.00,2,2,6,AUTOS
7.50E+12,DADO CORTO 14MM X 3/8 TRUPER 13678,$24.00,$32.00,$30.00,6,2,6,TORNILLOS
7.50E+12,DADO CORTO 3/8 X 1/2 6 PUNTAS TRUPER 13609,$23.00,$31.00,$29.00,6,2,6,AUTOS
7.50E+12,DADO CORTO 3/8 X 10MM 6 PUNTAS TRUPER 13674,$23.00,$30.00,$28.00,6,2,6,AUTOS
7.50E+12,DADO CORTO 3/8 X 12MM 6 PUNTAS TRUPER 13676,$23.00,$31.00,$29.00,6,2,6,AUTOS
7.50E+12,DADO CORTO 3/8 X 8MM 6 PUNTAS TRUPER 13672,$23.00,$31.00,$29.00,5,2,6,AUTOS
99575254130,DADO LARGO 1/2 A 1/2 6 PUNTAS BLUE FORCE BF25413,$35.00,$47.00,$44.00,2,2,3,AUTOS
99575254178,DADO LARGO 1/2 A 11/16 6 PUNTAS BLUE FORCE BF25417,$38.00,$50.00,$47.00,1,2,3,AUTOS
6.61E+11,DADO LARGO 1/2 A 11/16 6PUNTAS URREA 5322H,$52.00,$77.00,$75.00,6,2,6,AUTOS
99575254215,DADO LARGO 1/2 A 13/16 6 PUNTAS BLUE FORCE BF25421,$45.00,$62.00,$59.00,2,2,3,AUTOS
99575254697,DADO LARGO 1/2 A 3/4 12 PUNTAS BLUE FORCE BF25469,$45.00,$60.00,$56.00,1,2,3,AUTOS
99575254093,DADO LARGO 1/2 A 3/8 6 PUNTAS BLUE FORCE BF25409,$35.00,$48.00,$45.00,2,2,3,AUTOS
99575254161,DADO LARGO 1/2 A 5/8 6 PUNTAS BLUE FROCE BF25416,$38.00,$52.00,$49.00,2,2,3,AUTOS
6.61E+11,DADO LARGO 1/2 A 5/8 6 PUNTAS URREA 5320H,$50.00,$77.00,$75.00,8,2,10,AUTOS
99575254109,DADO LARGO 1/2 A 7/16 6 PUNTAS BLUE FORCE BF25410,$38.00,$52.00,$49.00,2,2,3,AUTOS
99575254222,DADO LARGO 1/2 A 7/8 6 PUNTAS BLUE FORCE BF25422,$75.00,$103.00,$100.00,2,1,3,AUTOS
7.50E+12,DADO LARGO 1/2 X 5/8 P/BUJIA 6 PUNTAS TRUPER 13365,$55.00,$73.00,$70.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 1/2 X 9/16 CON 6 PUNTAS TRUPER 13326,$59.00,$80.00,$77.00,6,2,6,AUTOS
99575254246,DADO LARGO 15/16 CUADRO 1/2 6 PUNTAS BLUE FORCE BF25424,$75.00,$102.00,$100.00,1,2,3,AUTOS
7.50E+12,DADO LARGO 3/8 X 1/2 CON 6 PUNTAS TRUPER 13714,$39.00,$53.00,$50.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 3/8 X 10MM 6 PUNTAS TRUPER 13770,$35.00,$47.00,$44.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 3/8 X 12MM 6 PUNTAS TRUPER 13772,$35.00,$50.00,$48.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 3/8 X 13MM 6 PUNTAS TRUPER 13773,$35.00,$50.00,$48.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 3/8 X 14MM 6 PUNTAS TRUPER 13774,$42.00,$57.00,$54.00,6,2,6,AUTOS
7.50E+12,DADO LARGO 3/8 X 17MM 6 PUNTAS TRUPER 13777,$53.00,$72.00,$70.00,5,2,6,AUTOS
7.51E+12,DADO LARGO 3/8 X 8MM 6 PUNTAS TRUPER 100993,$35.00,$47.00,$44.00,6,2,6,AUTOS
7.51E+12,DADO MAGNETICO HEXAGONAL  5/16 1/4 65MM TRUPER EXPERT 1PZA,$7.80,$12.00,$11.00,10,2,20,HERRAMIENTAS
12940,DADO MAGNÉTICO 3/8 EXPERT TRUPER 12940,$12.00,$16.00,$15.00,5,2,5,TORNILLOS
7.50E+12,DADO PARA BUJIA 3/8 X 5/8 6 PUNTAS TRUPER 13655,$55.00,$75.00,$72.00,5,2,6,AUTOS
7.51E+12,DADOS MAGNETICOS HEXAGONALES 1/4 X 2-1/2 TRUPER EXPERT 12939,$39.00,$55.00,$50.00,6,2,6,TORNILLOS
7.89E+12,DESARMADOR P/D/CRUZ TRAMONTINA 1/4X8 H79,$34.07,$55.00,$52.00,2,1,5,HERRAMIENTAS
7.50E+12,DESARMADOR P/JOYERO JUEGO SANELEC CYL 2312129,$29.48,$40.00,$38.00,6,1,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS #2 MANGO ACETATO 4 TRUPER,$49.00,$65.00,$60.00,6,6,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS #2 MANGO GRIP 6 TRUPER,$41.00,$55.00,$52.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS 2 MANGO ACETATO 6 TRUPER,$50.00,$65.00,$63.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO GRIP 1/4X4 PRETUL,$23.00,$30.00,$27.00,5,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO GRIP 1/4X6 PRETUL,$27.00,$36.00,$32.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO GRIP 4 TRUPER,$41.00,$54.00,$50.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO PVC 1/4 x 6 PRETUL,$28.00,$37.00,$34.00,5,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO PVC 1/4X4 PRETUL,$24.00,$32.00,$29.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PHILLIPS MANGO PVC 3/16 x 4 PRETUL,$20.00,$26.00,$22.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO 1/4 X 4 TRUPER,$41.00,$55.00,$52.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO 1/4X6 MANGO CONFORT GRIP TRUPER,$41.00,$54.00,$50.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO ACETATO 1/4 X 6 TRUPER,$38.00,$50.00,$47.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO ACETATO 1/4x4 TRUPER,$49.00,$64.00,$60.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO GRIP 1/4 X 4 PRETUL,$24.00,$32.00,$28.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO GRIP 1/4 X 4 TRUPER,$38.00,$50.00,$48.00,6,2,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO GRIP 1/4 X 6 PRETUL,$26.00,$34.00,$30.00,6,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO PVC 1/4 PRETUL,$24.00,$32.00,$30.00,5,3,6,HERRAMIENTAS
7.50E+12,DESARMADOR PLANO MANGO PVC 1/4 x 6 PRETUL,$28.00,$37.00,$34.00,6,3,6,- Sin Departamento -
7.89E+12,DESARMADOR PLANO TRAMONTINA 3/16X6 H79,$36.78,$58.00,$55.00,2,1,5,HERRAMIENTAS
DESPLA,DESARMADOR RUBBER PLANO 3/8 X 8 LION TOOLS CHO,$19.73,$35.00,$32.00,3,1,3,HERRAMIENTAS
964,DESARMADOR TROMPO 2 EN 1 ANG,$6.80,$12.00,$10.00,30,5,5,HERRAMIENTAS
7.50E+12,DESARMADOR TROMPO C/MATRACA 6 PUNTAS DOBLES TRUPER 18193,$65.00,$85.00,$83.00,8,4,12,AUTOS
7.50E+12,DESARMADORES JGO KEER 6PZA TRANSPARENTE H79,$107.89,$160.00,$155.00,1,1,5,HERRAMIENTAS
7.50E+12,DESINFECTANTE LYSOL FLORES DE LIMA 360ML RECKITT CYL 1810243,$71.26,$95.00,$93.00,6,2,6,SEGURIDAD E HIGIENE
7.50E+12,DESTAPACAÑOS C/MANGO DE MADERA 6 ADIR CYL,$21.01,$28.00,$26.00,3,2,3,ADHESIVOS
689,DESTORCEDOR #5 REFOR 5/16 X 2 CHOLU,$24.92,$40.00,$35.00,4,1,6,TORNILLOS
688,DESTORZADOR DE VARILLA GALV CHOLU,$18.15,$30.00,$25.00,6,1,6,TORNILLOS
7.51E+12,DETECTOR DE BILLETES FALSOS CON DOBLE LAMPARA VOLTECK 45675,$295.00,$390.00,$385.00,1,1,1,SEGURIDAD E HIGIENE
7.51E+12,DETECTOR DE PONTENCIA S/CONTACT T/PLUMA TRUPER 102141,$75.00,$110.00,$100.00,6,2,6,ELECTRICIDAD
7.50E+12,DETECTOR DE POTENCIA S/CONTACT DOBLE RANG TRUPER 102882,$95.00,$135.00,$130.00,5,2,6,ELECTRICIDAD
7.50E+12,DICOS ABRASIVOS A. INOX. 115X1X22.2 NO.8136 CINSA,$11.38,$15.00,$14.50,49,10,50,DISCOS ABRASIVOS
983,DISCO 4 1/2 PULG P/METAL AXTECH DELGADO H79,$5.12,$8.00,$7.50,10,5,20,DISCOS ABRASIVOS
7.51E+12,DISCO 4-1/2 CORTE MTAL TIPO 41 TRUPER,$12.00,$16.00,$15.50,18,10,20,PLOMERIA
